"Date","BTC_Close","BTC_High","BTC_Low","BTC_Open","BTC_Volume","BTC_PriceRange","NIFTY_Close","NIFTY_High","NIFTY_Low","NIFTY_Open","NIFTY_Volume","NIFTY_PriceRange","ETH_Close","ETH_High","ETH_Low","ETH_Open","ETH_Volume","ETH_PriceRange"
2017-11-27,633725.36,633725.36,603671.28,603671.28,3.65e+11,30054.08,10399.55,10407.15,10340.2,10361.05,141900,66.9499999999989,31004.51,31846.82,30238.36,30434.97,90135799044,1608.46
2017-11-28,648127.69,652438.34,627347.76,632961.88,4.09e+11,25090.58,10370.25,10409.55,10355.2,10387.9,196000,54.3499999999985,30470.92,31088.07,30048.55,30961.65,86760242847,1039.52
2017-11-29,637518.72,742526.82,618978.43,649690.02,7.46e+11,123548.39,10361.3,10392.95,10345.9,10376.65,152500,47.0500000000011,27562.41,33673.13,27404.33,30512.43,1.73e+11,6268.8
2017-11-30,659195.3,695744.28,592748.22,638143.92,5.35e+11,102996.06,10226.55,10332.7,10211.25,10332.7,342500,121.450000000001,28800.76,29984.9,25845.99,27776.63,1.23e+11,4138.91
2017-12-01,707919.56,712505.5,625299.11,657803.53,4.38e+11,87206.39,10121.8,10272.7,10108.55,10263.7,143400,164.150000000001,30091.55,30483,27625.87,28715.71,80487503750,2857.13
2017-12-04,751994.36,751994.36,714875.85,729945.19,3.96e+11,37118.51,10127.75,10179.2,10095.7,10175.05,148600,83.5,30332.39,30627.39,29242.71,30064.68,64867028687,1384.68
2017-12-05,766856.37,774276.07,746772.26,751991.19,4.44e+11,27503.8099999999,10118.25,10147.95,10069.1,10118.25,155500,78.8500000000004,29812.78,30474.12,29451.06,30264.08,78297638182,1023.06
2017-12-06,919756.68,924750.75,767353.12,767353.12,8.15e+11,157397.63,10044.1,10104.2,10033.35,10088.8,166100,70.8500000000004,27582.6,29778.45,27043.41,29771.76,1.29e+11,2735.04
2017-12-07,1154802.64,1154802.64,906909.48,920380.24,1.16e+12,247893.16,10166.7,10182.65,10061.9,10063.45,166200,120.75,28025.92,28476.81,26735.81,27507.28,1.37e+11,1741
2017-12-08,1069428.81,1184572.45,925337.91,1149041.86,1.36e+12,259234.54,10265.65,10270.85,10195.25,10198.45,2e+05,75.6000000000004,29433.33,30080.76,27260.58,28075.23,1.51e+11,2820.18
2017-12-11,1091966.35,1129173.69,993193.65,994650.78,7.84e+11,135980.04,10322.25,10329.2,10282.05,10310.5,147400,47.1500000000015,33212.36,33330.54,28310.35,28391.2,1.14e+11,5020.19
2017-12-12,1120680.99,1144258.85,1066382.41,1088789.15,9.4e+11,77876.4400000002,10240.15,10326.1,10230.2,10324.9,175100,95.8999999999996,41919.59,42298.41,32464.19,33609.1,3.33e+11,9834.22
2017-12-13,1059149.31,1139507.63,1035362.7,1129625.05,8.38e+11,104144.93,10192.95,10296.55,10169.85,10236.6,181600,126.699999999999,45363.61,48282.95,38587.86,41628.68,2.92e+11,9695.09
2017-12-14,1065396.48,1098958.7,1041077.11,1053857.44,8.86e+11,57881.59,10252.1,10276.1,10141.55,10229.3,154300,134.550000000001,44754.88,48440.74,42772.09,45062.21,2.46e+11,5668.65
2017-12-15,1138111.05,1166854.78,1067048.63,1067048.63,9.2e+11,99806.1500000001,10333.25,10373.1,10319.65,10345.65,255100,53.4500000000007,43992.9,44808.16,39918.7,44759.57,1.77e+11,4889.46000000001
2017-12-18,1224690.78,1241144.6,1176104.83,1224191.09,9.51e+11,65039.77,10388.75,10443.55,10074.8,10263.1,230400,368.75,50914.74,51509.52,44160.62,46243.03,2.08e+11,7348.89999999999
2017-12-19,1141265.93,1231216.8,1109082.5,1227396.89,1.08e+12,122134.3,10463.2,10472.2,10406,10414.8,169100,66.2000000000007,53082.12,56620.89,50419.04,50968.53,2.63e+11,6201.85
2017-12-20,1064765.7,1148674.44,1029738.11,1137504.64,1.42e+12,118936.33,10444.2,10494.45,10437.15,10494.4,175200,57.3000000000011,52460.49,54124.19,48420.24,53000.41,2.54e+11,5703.95
2017-12-21,1010832.53,1123717.88,981395.82,1064531.14,1.06e+12,142322.06,10440.3,10473.95,10426.9,10473.95,151900,47.0500000000011,52519.29,56323.94,50704.35,52466.4,2.28e+11,5619.59
2017-12-22,885369.31,1020532.23,757426.74,1017626.16,1.42e+12,263105.49,10493,10501.1,10448.25,10457.3,138800,52.8500000000004,43197.58,52979.74,34806.04,52657.13,3.19e+11,18173.7
2017-12-26,1030556.2,1053689.56,897996.9,898489.73,8.61e+11,155692.66,10531.5,10545.45,10477.95,10512.3,155600,67.5,49533.63,50362.82,48707.83,48863.69,1.41e+11,1654.99
2017-12-27,1014110.62,1084055.05,967741.38,1034919.78,8e+11,116313.67,10490.75,10552.4,10469.25,10531.05,165200,83.1499999999996,48843.4,50534.45,47279.26,49619.93,1.34e+11,3255.19
2017-12-28,936495.72,1018684.76,893589.95,1017126.71,7.91e+11,125094.81,10477.9,10534.55,10460.45,10498.2,272900,74.0999999999985,47254.23,48940.19,44956.6,48868.96,1.53e+11,3983.59
2017-12-29,938905.45,978803.24,916534.98,941442.27,8.34e+11,62268.26,10530.7,10538.7,10488.65,10492.35,152000,50.0500000000011,48276.61,49335.23,46740.14,47430.8,1.7e+11,2595.09
2018-01-02,956870.74,986409.5,840727.51,870196.04,1.08e+12,145681.99,10442.2,10495.2,10404.65,10477.55,153400,90.5500000000011,56487.31,58428,49327.89,49327.89,3.69e+11,9100.11
2018-01-03,964655.45,988249.86,942031.96,950516.57,1.07e+12,46217.9,10443.2,10503.6,10429.55,10482.65,167300,74.0500000000011,61094.21,61839.93,55111.9,56225.56,3.23e+11,6728.03
2018-01-04,989287.26,998197.65,920984.89,968454.09,1.38e+12,77212.76,10504.8,10513,10441.45,10469.4,174900,71.5499999999993,62209.19,66278.03,59999.92,60990.98,4.12e+11,6278.11
2018-01-05,1104500.42,1121971.36,963395.32,980783.96,1.51e+12,158576.04,10558.85,10566.1,10520.1,10534.25,180900,46,63225.11,68147.03,60601.93,61832.89,4.24e+11,7545.1
2018-01-08,959736.34,1046270.26,898881.78,1042366.73,1.16e+12,147388.48,10623.6,10631.2,10588.55,10591.7,169000,42.6500000000015,72661.75,80152.33,64280.4,73277.32,5.35e+11,15871.93
2018-01-09,926107.34,983347.36,915231.64,959629.02,1.06e+12,68115.72,10637,10659.15,10603.6,10645.1,205000,55.5499999999993,82471.1,83818.82,72683.63,72715.99,5.05e+11,11135.19
2018-01-10,952842.41,952842.41,871254.6,928355.26,1.18e+12,81587.8100000001,10632.2,10655.5,10592.7,10652.05,176400,62.7999999999993,79915.48,90196.54,78056.04,82748.57,5.86e+11,12140.5
2018-01-11,854753.77,957598.65,835632.19,954372.42,1.05e+12,121966.46,10651.2,10664.6,10612.35,10637.05,153800,52.25,73638.34,85266.25,72378.44,80853.41,4.61e+11,12887.81
2018-01-12,890174.14,906047.64,837803.84,856638.09,7.68e+11,68243.8,10681.25,10690.4,10597.1,10682.55,175200,93.2999999999993,81067.31,82521.59,71318.48,73750.76,3.33e+11,11203.11
2018-01-15,878780.35,918567.69,867455.27,875441.96,8.11e+11,51112.4199999999,10741.55,10782.65,10713.8,10718.5,175900,68.8500000000004,82151.26,88425.53,82067.32,86811.65,3.04e+11,6358.20999999999
2018-01-16,729890.33,879330.28,647592.29,878885.63,1.2e+12,231737.99,10700.45,10762.35,10687.85,10761.5,211000,74.5,66931.65,82109.41,55615.67,82109.41,5.34e+11,26493.74
2018-01-17,716006.61,747325.45,601692.98,731525.23,1.21e+12,145632.47,10788.55,10803,10666.75,10702.45,252700,136.25,64906.22,69768.51,49974.56,67919.71,5.47e+11,19793.95
2018-01-18,732385.53,772748.42,698405.07,714763.41,9.59e+11,74343.3500000001,10817,10887.5,10782.4,10873.4,312000,105.1,66140.57,70227.29,61767.22,64874.28,3.79e+11,8460.06999999999
2018-01-19,741336.8,765951.33,713535.18,729993.88,6.86e+11,52416.1499999999,10894.7,10906.85,10793.9,10829.2,207600,112.950000000001,66364.82,69821.34,64104.55,65708.26,2.61e+11,5716.78999999999
