"Date","BTC_Close","BTC_High","BTC_Low","BTC_Open","BTC_Volume","BTC_PriceRange","NIFTY_Close","NIFTY_High","NIFTY_Low","NIFTY_Open","NIFTY_Volume","NIFTY_PriceRange","ETH_Close","ETH_High","ETH_Low","ETH_Open","ETH_Volume","ETH_PriceRange"
2020-01-14,624289.83,627949.32,575717.86,575717.86,3.17e+12,52231.46,12362.3,12374.25,12308.7,12333.1,616300,65.5499999999993,11736.18,11858.26,10188.11,10201.28,1.18e+12,1670.15
2020-01-15,623933.56,629821.24,613319.32,625232.36,2.84e+12,16501.92,12343.3,12355.15,12278.75,12349.4,684400,76.3999999999996,11776.63,12073.82,11413.83,11741.49,1.07e+12,659.99
2020-01-16,616928.73,625604.05,609030.2,623201.08,2.21e+12,16573.8500000001,12355.5,12389.05,12315.8,12347.1,395700,73.25,11625.4,11814.02,11294.35,11762.73,9.71e+11,519.67
2020-01-17,633475.99,635539.37,615617.44,619015.28,2.58e+12,19921.9300000001,12352.35,12385.45,12321.4,12328.4,502100,64.0500000000011,12116.09,12278.5,11548.21,11669.8,1.06e+12,730.290000000001
2020-01-20,614993.03,621240.41,608090.66,618330.9,1.88e+12,13149.75,12224.55,12430.5,12216.9,12430.5,491600,213.6,11871.36,12013.02,11531.18,11855.98,7.92e+11,481.84
2020-01-21,621229.62,621926.54,606925.82,615056.79,1.71e+12,15000.7200000001,12169.85,12230.05,12162.3,12195.3,400,67.75,12053.76,12068.88,11778.34,11866.47,6.95e+11,290.539999999999
2020-01-22,617817.93,625797.38,614677.27,622325.48,1.61e+12,11120.11,12106.9,12225.05,12087.9,12218.35,500,137.15,11977.49,12170.69,11869.32,12071.04,6.55e+11,301.370000000001
2020-01-23,597519.18,617508.57,592339.15,617004.15,1.83e+12,25169.4199999999,12180.35,12189,12094.1,12123.75,867700,94.8999999999996,11580.65,11963.31,11393.49,11962.14,7.39e+11,569.82
2020-01-24,602336.83,607274.56,589599.35,599493.46,1.74e+12,17675.2100000001,12248.25,12272.15,12149.65,12174.55,593200,122.5,11628.97,11718.71,11179.55,11618.15,7.6e+11,539.16
2020-01-27,635492.84,640336.32,613203.01,613203.01,2.04e+12,27133.3099999999,12119,12216.6,12107,12197.1,441200,109.6,12191.65,12333.73,11904.22,11983.23,7.85e+11,429.51
2020-01-28,668577.68,668577.68,636419.49,636710.77,2.46e+12,32158.1900000001,12055.8,12163.55,12024.5,12148.1,478500,139.049999999999,12599.9,12599.9,12197.53,12208.01,8.41e+11,402.369999999999
2020-01-29,663627.27,670023.89,660267.9,666536.38,2.19e+12,9755.98999999999,12129.5,12169.6,12103.8,12114.9,514400,65.8000000000011,12468.91,12739.06,12468.91,12561.33,7.64e+11,270.15
2020-01-30,677991.24,681137.91,658163.02,664232.01,2.31e+12,22974.89,12035.8,12150.3,12010.6,12147.75,538100,139.699999999999,13168.43,13280.37,12290.31,12471.63,8.99e+11,990.060000000001
2020-01-31,669871.91,682135.02,661292.81,681175.57,2.11e+12,20842.21,11962.1,12103.55,11945.85,12100.4,771300,157.699999999999,12906.67,13282.47,12629.9,13234.55,8.4e+11,652.57
2020-02-03,664454.24,682103.19,661244.93,668112.15,2.21e+12,20858.2599999999,11707.9,11749.85,11614.5,11627.45,669800,135.35,13574.69,13830.06,13442.25,13484.77,8.86e+11,387.809999999999
2020-02-04,654732.13,665450.83,649871.97,662710.67,2.13e+12,15578.86,11979.65,11986.15,11783.4,11786.25,560400,202.75,13496.24,13628.94,13221.89,13539.82,8.35e+11,407.050000000001
2020-02-05,683514.42,689762.4,651539.35,652940.86,2.5e+12,38223.05,12089.15,12098.15,11953.35,12005.85,758000,144.799999999999,14520.77,14703.76,13420.32,13459.17,1.06e+12,1283.44
2020-02-06,692567.29,699316.39,679044.27,684596.52,2.68e+12,20272.12,12137.95,12160.6,12084.65,12120,565100,75.9500000000007,15114.3,15275.07,14371.53,14529.95,1.17e+12,903.539999999999
2020-02-07,700116.08,702887.22,695117.44,695117.44,2.47e+12,7769.78000000003,12098.35,12154.7,12073.95,12151.15,473500,80.75,15918.23,15947.88,15173.38,15174.22,1.19e+12,774.5
2020-02-10,704900.52,727009.84,699747.98,723419.33,2.82e+12,27261.86,12031.5,12103.55,11990.75,12102.35,524700,112.799999999999,15985.34,16390.25,15596.1,16344.81,1.16e+12,794.15
2020-02-11,727643.07,727772.55,693506.98,702527.94,2.68e+12,34265.5700000001,12107.9,12172.3,12099,12108.4,480000,73.2999999999993,16811.47,16861.08,15583.06,15922.88,1.21e+12,1278.02
2020-02-12,735992.64,740807.76,727178.23,727178.23,3.1e+12,13629.53,12201.2,12231.75,12144.3,12151,411700,87.4500000000007,18916.9,19415.31,16813.58,16813.72,1.75e+12,2601.73
2020-02-13,728246.51,745589.1,721243.88,736059.22,3.52e+12,24345.22,12174.65,12225.65,12139.8,12219.55,501200,85.8500000000004,19114.46,19516.7,18460.19,18897.25,1.84e+12,1056.51
2020-02-14,734929.07,735633.19,721631.65,727761.92,3.09e+12,14001.5399999999,12113.45,12246.7,12091.2,12190.15,622800,155.5,20255.76,20315.54,18726.69,19101.62,1.68e+12,1588.85
2020-02-17,692988.62,710772.41,679936.82,710611.15,3.29e+12,30835.5900000001,NA,NA,NA,NA,NA,NA,19048.93,19085.24,17473.59,18586.02,1.86e+12,1611.65
2020-02-18,723623.28,725045.95,687262.78,691461.52,3.37e+12,37783.1699999999,11992.5,12030.75,11908.05,12028.25,676900,122.700000000001,20116.52,20205.82,18655.24,19015.19,1.89e+12,1550.58
2020-02-19,689509.63,729469.16,687923.3,726042.37,3.36e+12,41545.86,12125.9,12134.7,12042.1,12090.6,513600,92.6000000000004,18592.61,20294.23,18592.61,20186.75,1.62e+12,1701.62
2020-02-20,690152.77,692648.15,682928.71,691650.35,3.23e+12,9719.44000000006,12080.85,12152,12071.45,12119,502600,80.5499999999993,18527.86,18940.58,18025.2,18662.21,1.67e+12,915.380000000001
2020-02-24,693720.21,715399.21,685587.53,713230.88,3.24e+12,29811.6799999999,11829.4,12012.55,11813.4,12012.55,490800,199.15,19065.56,19807.66,18663.62,19675.78,1.61e+12,1144.04
2020-02-25,673039.02,695447.86,670396.09,695345.21,3.06e+12,25051.77,11797.9,11883.05,11779.9,11877.5,461000,103.15,17854.44,19123.46,17785.38,19112.79,1.58e+12,1338.08
2020-02-26,633930.97,672327.94,625587.18,671142.93,3.62e+12,46740.7599999999,11678.5,11783.25,11639.6,11738.55,567600,143.65,16219.64,17942.32,15902.43,17805.09,1.89e+12,2039.89
2020-02-27,629526.71,640161.44,614671.25,632436.21,3.26e+12,25490.1899999999,11633.3,11663.85,11536.7,11661.25,608600,127.15,16249.92,17000.63,15240.26,16173.5,1.84e+12,1760.37
2020-02-28,623809.7,639490.51,610896.65,632173.24,3.21e+12,28593.86,11201.75,11384.8,11175.05,11382,809900,209.75,16310.88,16846.65,15561.78,16327.22,1.62e+12,1284.87
2020-03-02,639946.7,643672.43,615629.33,617839.56,3.09e+12,28043.1000000001,11132.75,11433,11036.25,11387.35,680800,396.75,16635.61,16797.36,15677.06,15780.04,1.47e+12,1120.3
2020-03-03,639970.5,648258.89,633940.89,645621.83,3.09e+12,14318,11303.3,11342.25,11152.55,11217.55,696500,189.700000000001,16347.73,16919.13,16147.68,16787.91,1.45e+12,771.450000000001
2020-03-04,642127.28,648590.19,638987.19,644569.27,2.55e+12,9603,11251,11356.6,11082.15,11351.35,797700,274.450000000001,16466.6,16724.94,16288.44,16470.07,1.22e+12,436.499999999998
2020-03-05,672214.32,676900.62,648409,648633.44,2.94e+12,28491.62,11269,11389.5,11244.6,11306.05,1352500,144.9,16975.59,17352.93,16633.05,16633.05,1.35e+12,719.880000000001
2020-03-06,673746.56,677081.08,667065.13,670479.41,3.02e+12,10015.95,10989.45,11035.1,10827.4,10942.65,1811000,207.700000000001,17985.59,17987.78,16893.88,16925.26,1.43e+12,1093.9
2020-03-09,586312.46,605118.28,569031.12,600186.72,3.47e+12,36087.16,10451.45,10751.55,10294.45,10742.05,1565500,457.099999999999,14946.04,15350.43,14227.07,14896.62,1.75e+12,1123.36
2020-03-11,587067.69,589990.2,567134.92,586968.23,2.87e+12,22855.2799999999,10458.4,10545.1,10334,10334.3,1218500,211.1,14460.22,15060.22,13680.59,14897.99,1.26e+12,1379.63
2020-03-12,371616.13,592780.74,363360.08,591621.96,4.04e+12,229420.66,9590.15,10040.75,9508,10039.95,1343500,532.75,8399.07,14589.26,8314.11,14558.68,1.65e+12,6275.15
2020-03-13,418947.16,439610.06,309255.68,377842.69,5.58e+12,130354.38,9955.2,10159.4,8555.15,9107.6,1388000,1604.25,10030.1,10348.44,7167.38,8485.56,2.1e+12,3181.06
2020-03-16,370590.13,397990,338137.25,397990,3.35e+12,59852.75,9197.4,9602.2,9165.1,9587.8,897700,437.1,8174.22,9237.71,7772.59,9237.71,1.18e+12,1465.12
2020-03-17,392732.17,403683.7,374415.38,375968.75,2.9e+12,29268.32,8967.05,9403.8,8915.6,9285.4,935600,488.199999999999,8563.37,8942.56,8297.62,8297.62,9.08e+11,644.939999999999
2020-03-18,387709.39,394621.82,375193.71,386871.22,2.8e+12,19428.11,8468.8,9127.55,8407.05,9088.45,1516600,720.5,8499.75,8587.04,8270.38,8426.88,8.6e+11,316.660000000002
2020-03-19,464228.04,474616.27,392678.4,393311.83,3.82e+12,81937.87,8263.45,8575.45,7832.55,8063.3,925700,742.900000000001,10242.08,10537.05,8602.9,8610.92,1.23e+12,1934.15
2020-03-20,465898.31,514412.65,440870.39,465362.83,4.09e+12,73542.26,8745.45,8883,8178.2,8284.45,1071500,704.8,9976.49,11338.13,9215,10270.52,1.43e+12,2123.13
2020-03-23,485215.22,487303.87,437474.19,440980.79,3.52e+12,49829.68,7610.25,8159.25,7583.6,7945.7,653500,575.65,10202.3,10202.3,9215.91,9329.19,1.07e+12,986.389999999999
2020-03-24,515252.87,519400.97,490485.03,492441.76,3.69e+12,28915.9399999999,7801.05,8036.95,7511.1,7848.3,738400,525.849999999999,10616.08,10859.91,10188.21,10343.16,1.12e+12,671.700000000001
2020-03-25,516178.94,532515.43,505042.94,520633.27,3.45e+12,27472.49,8317.85,8376.75,7714.75,7735.15,736900,662,10522.49,10924.86,10376.35,10732.57,1.04e+12,548.51
2020-03-26,509411.76,510854.61,499894.86,506281.66,2.68e+12,10959.75,8641.45,8749.05,8304.9,8451,865600,444.15,10494.1,10529.67,10230.5,10329.45,8.62e+11,299.17
2020-03-27,483459.57,507673.51,483228.17,502110.39,2.58e+12,24445.34,8660.25,9038.9,8522.9,8949.1,801500,516,10008.59,10454.31,10008.59,10339.78,8.52e+11,445.719999999999
2020-03-30,485227.99,491820.16,445487.56,447170.75,2.8e+12,46332.6,8281.1,8576,8244,8385.95,593300,332,10029.64,10105.63,9454.99,9476.74,8.94e+11,650.639999999999
2020-03-31,485473.81,490440.45,480611.83,484867.74,2.47e+12,9828.62,8597.75,8678.3,8358,8529.35,712700,320.299999999999,10072.96,10124.27,9926.63,10014.7,8.34e+11,197.640000000001
2020-04-01,497655.41,498092.1,467193.77,484891.06,3.04e+12,30898.33,8253.8,8588.1,8198.35,8584.1,506300,389.75,10216.67,10216.67,9771.98,10064.35,9.38e+11,444.690000000001
2020-04-03,519413.49,540228.44,514781.13,524351.16,3.01e+12,25447.3099999999,8083.8,8356.55,8055.8,8356.55,697000,300.749999999999,10960.92,11331.86,10770.24,10962.4,1.02e+12,561.620000000001
2020-04-07,545155.59,564262.66,542139.77,552541.62,3.36e+12,22122.89,8792.2,8819.4,8360.95,8446.3,814200,458.449999999999,12541.95,13309.36,12473.69,12849.27,1.65e+12,835.67
2020-04-08,562232.03,563928.13,548372.44,550363.88,2.88e+12,15555.6900000001,8748.75,9131.7,8653.9,8688.9,896500,477.800000000001,13234.72,13278.3,12610.05,12667.32,1.31e+12,668.25
2020-04-09,554659.4,557649.06,545316.82,557384.58,2.64e+12,12332.2400000001,9111.9,9128.35,8904.55,8973.05,742100,223.800000000001,12974.34,13133.14,12760.13,13122.77,1.13e+12,373.01
2020-04-13,521362.53,530546.62,507897.98,530546.62,2.94e+12,22648.64,8993.85,9112.05,8912.4,9103.95,644000,199.65,11903.27,12243.74,11547.94,12241.53,1.25e+12,695.799999999999
2020-04-15,504342.04,526100.43,503680.91,519790.33,2.45e+12,22419.5200000001,8925.3,9261.2,8874.1,9196.4,879100,387.1,11639.23,12202.96,11602.47,11964.12,1.08e+12,600.49
2020-04-16,549506.26,550868.78,506166.89,512726.07,3.61e+12,44701.89,8992.8,9053.75,8821.9,8851.25,719400,231.85,13292.7,13369.91,11609.63,11828.99,1.77e+12,1760.28
2020-04-17,550451.03,555958.39,546894.25,552030.99,2.52e+12,9064.14000000001,9266.75,9324,9091.35,9323.45,684200,232.65,13314,13518.58,13167.63,13363.71,1.3e+12,350.950000000001
2020-04-20,526882.73,554316.63,523326.09,550227.02,2.89e+12,30990.54,9261.85,9390.85,9230.8,9390.2,726400,160.050000000001,13191.07,14246.56,13039.8,13894.13,1.63e+12,1206.76
2020-04-21,531229.75,535416.73,527687.29,531188.13,2.52e+12,7729.43999999994,8981.45,9044.4,8909.4,9016.95,655100,135,13337.08,13525.53,13168.38,13281.49,1.27e+12,357.150000000001
2020-04-22,547807.18,550012.99,528609.03,529506.39,2.56e+12,21403.96,9187.3,9209.75,8946.25,9026.75,734400,263.5,14054.58,14143.2,13225.39,13290.34,1.39e+12,917.810000000001
2020-04-23,567630.97,572372.4,541033.85,544067.8,3.32e+12,31338.55,9313.9,9343.6,9170.15,9232.35,666700,173.450000000001,14136.19,14446.39,13778.03,13952.18,1.63e+12,668.359999999999
2020-04-24,577058.73,578838.98,568138.75,568138.75,2.65e+12,10700.23,9154.4,9296.9,9141.3,9163.9,659400,155.6,14461.96,14536.35,14155.14,14155.14,1.28e+12,381.210000000001
2020-04-27,594582.18,594582.18,585720.8,585720.8,2.76e+12,8861.38,9282.3,9377.1,9250.35,9259.7,512800,126.75,15042.62,15220.19,14755.04,15061.77,1.42e+12,465.15
2020-04-28,594790.93,595359.94,588981.57,594022.33,2.53e+12,6378.37,9380.9,9404.4,9260,9389.8,614500,144.4,15116.53,15144.81,14844.86,15029.54,1.39e+12,299.949999999999
2020-04-29,672971.35,678378.63,595360.23,596940.24,4.6e+12,83018.4,9553.35,9599.85,9392.35,9408.6,653000,207.5,16590.48,16704.13,15149.59,15175.64,2.02e+12,1554.54
2020-04-30,651629.76,710489.18,642200.03,662099.43,5.04e+12,68289.15,9859.9,9889.05,9731.5,9753.5,931200,157.549999999999,15623.82,17123.54,15536.13,16324.26,2.11e+12,1587.41
2020-05-04,673801.14,677146.61,653568.19,672522.8,3.46e+12,23578.42,9293.5,9533.5,9266.95,9533.5,687500,266.549999999999,15738.06,16014.33,15048.11,15943.45,1.71e+12,966.219999999999
2020-05-05,682882.87,687384.17,671790.33,676038.3,3.27e+12,15593.8400000001,9205.6,9450.9,9190.75,9429.4,725200,260.15,15683.84,16063.41,15475.76,15777.79,1.44e+12,587.65
2020-05-06,706001.56,716871.48,682993.98,686096.8,3.76e+12,33877.5,9270.9,9346.9,9116.5,9226.8,722200,230.4,15542.93,16112.59,15541.79,15727.68,1.55e+12,570.799999999999
2020-05-07,757821.06,760954.34,695895.11,705305.37,4.65e+12,65059.23,9199.05,9277.85,9175.9,9234.05,708700,101.950000000001,16166.11,16326.27,15388.26,15528.23,1.8e+12,938.01
2020-05-08,748830.05,760552.24,743086.53,755943.23,3.94e+12,17465.71,9251.5,9382.65,9238.2,9376.95,609100,144.449999999999,16204.4,16458.21,15887.84,16144.04,1.56e+12,570.369999999999
2020-05-11,649650.65,682252.89,632470.78,661261.81,4.31e+12,49782.11,9239.2,9439.9,9219.95,9348.15,704600,219.949999999999,14041.07,14452.64,13648.75,14246.45,1.51e+12,803.889999999999
2020-05-12,671869.66,682966.73,653949.48,657058.52,3.22e+12,29017.25,9196.55,9240.85,9043.95,9168.85,805500,196.9,14446.44,14621.1,14170.9,14184.3,1.21e+12,450.200000000001
2020-05-13,701552.64,705177.08,666391.74,666391.74,3.45e+12,38785.34,9383.55,9584.5,9351.1,9584.2,846400,233.4,15074.95,15150.93,14313.18,14331.83,1.29e+12,837.75
2020-05-14,734177.65,738669.04,698072.14,699301.13,4.26e+12,40596.9,9142.75,9281.1,9119.75,9213.95,602600,161.35,15307.68,15395.82,14849.07,15001.63,1.52e+12,546.75
2020-05-15,704138.98,736418.69,699096.67,734792.96,3.64e+12,37322.0199999999,9136.85,9182.4,9050,9182.4,575900,132.4,14766.58,15366.21,14625.65,15320.09,1.25e+12,740.559999999999
2020-05-18,737468.93,751075.21,725624.64,733611.22,3.17e+12,25450.5699999999,8823.25,9158.3,8806.75,9158.3,773000,351.549999999999,16265.29,16370.18,15703.01,15708.37,1.32e+12,667.17
2020-05-19,735516.23,743606.18,721196.51,735366.95,2.97e+12,22409.67,8879.1,9030.35,8855.3,8961.7,762200,175.050000000001,16136.92,16224.15,15886.84,16224.15,1.08e+12,337.309999999999
2020-05-20,723746.59,745164.34,717987.29,739125.01,2.78e+12,27177.0499999999,9066.55,9093.8,8875.35,8889.15,622300,218.449999999999,15967.35,16318.48,15806.16,16221.91,9.67e+11,512.32
2020-05-21,688215.89,724096.24,672163.33,721633.24,2.98e+12,51932.91,9106.25,9178.55,9056.1,9079.45,631500,122.449999999999,15147.18,16036.96,14651.79,15923.59,1.01e+12,1385.17
2020-05-22,694432.4,698240.82,681278.3,686700.33,2.25e+12,16962.5199999999,9039.25,9149.6,8968.55,9067.9,675800,181.050000000001,15667.17,15774.74,14976.84,15112.68,9.11e+11,797.9
2020-05-26,672435.87,684378.67,666517.65,678108.59,2.25e+12,17861.02,9029.05,9161.65,8996.65,9099.75,655000,165,15366.79,15659.83,15242.11,15622.31,7.73e+11,417.719999999999
2020-05-27,696104.75,697795.74,669805.8,670050.21,2.48e+12,27989.9399999999,9314.95,9334,9004.25,9082.2,763500,329.75,15836.03,15836.03,15299.34,15307.53,8.06e+11,536.690000000001
2020-05-28,725195.4,726761.26,696472.01,699249.86,2.62e+12,30289.25,9490.1,9511.25,9336.5,9364.95,837900,174.75,16736.45,16769.65,15701.25,15902.45,9.3e+11,1068.4
2020-05-29,716995.85,727215.74,712454.57,723773.87,2.5e+12,14761.17,9580.3,9598.85,9376.9,9422.2,967000,221.950000000001,16762.48,17031.51,16577.36,16705.51,9.32e+11,454.149999999998
2020-06-01,767762.97,770201.81,713667.65,714627.12,2.66e+12,56534.16,9826.15,9931.6,9706.95,9726.85,794200,224.65,18651.14,18745.12,17404.89,17433,1.05e+12,1340.23
2020-06-02,721692.07,771108.7,716449.1,769642.03,2.96e+12,54659.6,9979.1,9995.6,9824.05,9880.85,770200,171.550000000001,17964.6,19100.77,17662.15,18692.3,1.04e+12,1438.62
2020-06-03,724889.28,726851.62,711011.78,715659.41,1.88e+12,15839.84,10061.55,10176.2,10035.55,10108.3,794700,140.650000000001,18329.52,18329.52,17675.33,17820.26,7.4e+11,654.189999999999
2020-06-04,740389.08,746959.51,719584.77,729451.51,1.96e+12,27374.74,10029.1,10123.85,9944.25,10054.25,775100,179.6,18465.19,18578.7,17886.43,18440.93,7.68e+11,692.27
2020-06-05,729659.78,745037.59,729484.91,739827.09,1.77e+12,15552.6799999999,10142.15,10177.8,10040.75,10093.8,987100,137.049999999999,18210.06,18671.13,18169.3,18446.17,7.02e+11,501.830000000002
2020-06-08,737920.4,738737.3,730700.64,737057.55,1.62e+12,8036.66000000003,10167.45,10328.5,10120.25,10326.75,936500,208.25,18600.76,18626,18240.71,18515.32,6.1e+11,385.290000000001
2020-06-09,740799.83,743875.42,730894.43,739186,1.79e+12,12980.99,10046.65,10291.15,10021.45,10181.15,754200,269.699999999999,18521.43,18780.9,18326.85,18616.99,6.39e+11,454.050000000003
2020-06-10,745288.92,748218.83,734581.35,739552.01,1.94e+12,13637.48,10116.15,10148.75,10036.85,10072.6,632400,111.9,18684.52,18775.6,18335.27,18486.47,6.64e+11,440.329999999998
2020-06-11,707290.15,754068.35,702835.39,748892.18,2.3e+12,51232.96,9902,10112.05,9885.05,10094.1,715500,227,17580.44,18960.28,17446.92,18782.75,9.38e+11,1513.36
2020-06-12,724241.65,728796.18,709346.2,712007.54,1.73e+12,19449.9800000001,9972.9,9996.05,9544.35,9544.95,796300,451.699999999999,18142.11,18284.3,17542.59,17693.87,6.77e+11,741.709999999999
2020-06-15,717845.12,721958.8,682865.01,712933.22,2.03e+12,39093.79,9813.7,9943.35,9726.35,9919.35,716100,217,17464.66,17791.96,16804.82,17778.32,8e+11,987.139999999999
2020-06-16,724679.99,727825.95,714227,718316.24,1.64e+12,13598.95,9914,10046.15,9728.5,10014.8,899900,317.65,17810.47,17960.77,17355.36,17456.88,6.05e+11,605.41
2020-06-17,726708.93,731321.1,714987.22,730812.21,1.55e+12,16333.88,9881.15,10003.6,9833.8,9876.7,685400,169.800000000001,17862.78,18087.06,17580.18,17975.01,5.9e+11,506.880000000001
2020-06-18,720476.44,725907.01,714088.7,725814.01,1.36e+12,11818.3100000001,10091.65,10111.2,9845.05,9863.25,622900,266.150000000001,17767.34,17956.38,17526.23,17828.4,5.14e+11,430.150000000001
2020-06-19,709608.32,721286.68,708559.9,718950.21,1.5e+12,12726.78,10244.4,10272.4,10072.65,10119,892100,199.75,17353.46,17736.67,17327.24,17721.45,5.31e+11,409.429999999997
2020-06-22,735734.97,736219.59,708906,709214.29,1.61e+12,27313.59,10311.2,10393.65,10277.6,10318.75,685400,116.049999999999,18493.66,18588.43,17456.75,17461.99,6.92e+11,1131.68
2020-06-23,729829.89,732928.39,723583.97,730922.63,1.29e+12,9344.42000000004,10471,10484.7,10301.75,10347.95,669200,182.950000000001,18503.49,18558.23,18171.34,18381.83,5.02e+11,386.889999999999
2020-06-24,704181.62,731911.3,701506.85,728265.66,1.43e+12,30404.4500000001,10305.3,10553.15,10281.95,10529.25,854800,271.199999999999,17826.24,18789.15,17602.08,18462.36,6.66e+11,1187.07
2020-06-25,703847.89,709572.05,690971.79,707594.24,1.41e+12,18600.26,10288.9,10361.8,10194.5,10235.55,994200,167.299999999999,17696.79,17932.98,17495.63,17906.35,5.33e+11,437.349999999999
2020-06-26,692165.01,703314.59,687543.51,699573.74,1.39e+12,15771.08,10383,10409.85,10311.25,10378.9,671900,98.6000000000004,17349.08,17668.91,17318.21,17591.52,5.43e+11,350.700000000001
2020-06-29,695010.55,698543.41,683744.82,691167.16,1.24e+12,14798.5900000001,10312.4,10337.95,10223.6,10311.95,574500,114.35,17256.05,17385.23,16806.88,17041.79,5.09e+11,578.349999999999
2020-06-30,691746.05,697790.15,687722.2,695348.46,1.19e+12,10067.9500000001,10302.1,10401.05,10267.35,10382.6,556200,133.699999999999,17132.04,17371.39,17018.51,17257.21,4.61e+11,352.880000000001
2020-07-01,699045.63,705213.93,689683.7,692808.39,1.21e+12,15530.2300000001,10430.05,10447.05,10299.6,10323.8,573600,147.449999999999,17506.84,17631.28,17031.31,17129.69,4.9e+11,599.969999999998
2020-07-02,688406.03,699841.42,681857.51,696534.74,1.23e+12,17983.91,10551.7,10598.2,10485.55,10493.05,597400,112.650000000001,17308.77,17535.48,17012.21,17451.88,4.69e+11,523.27
2020-07-03,679012.43,687608.41,676882.22,681817.38,9.77e+11,10726.1900000001,10607.35,10631.3,10562.65,10614.95,525200,68.6499999999996,16841.15,17158.13,16805.8,17134.94,3.82e+11,352.330000000002
2020-07-06,700153.87,700153.87,676494.68,677554.04,1.34e+12,23659.1899999999,10763.65,10811.4,10695.1,10723.85,571200,116.299999999999,18035.81,18082.3,16954.41,17003.36,6.56e+11,1127.89
2020-07-07,690290.18,698373.16,686525.34,697518.45,1.03e+12,11847.8200000001,10799.65,10813.8,10689.7,10802.85,636800,124.099999999999,17836.85,18105.91,17474.49,17978.39,4.81e+11,631.419999999998
2020-07-08,708303.52,709956.49,694868.69,695133.17,1.48e+12,15087.8,10705.75,10847.85,10676.55,10818.65,767900,171.300000000001,18531.08,18654.2,17909.68,17966.89,7.43e+11,744.52
2020-07-09,695290.01,706786.62,692069.93,706532.97,1.35e+12,14716.6899999999,10813.45,10836.85,10733,10755.55,618700,103.85,18211.59,18532.01,17977.98,18491.29,6.32e+11,554.029999999999
2020-07-10,699065.33,699718.08,686950.23,698654.71,1.27e+12,12767.85,10768.05,10819.4,10713,10764.1,590700,106.4,18155.81,18298.86,17835.28,18297.68,5.49e+11,463.580000000002
2020-07-13,694736.19,699455.47,693284.03,697260.82,1.32e+12,6171.43999999994,10802.7,10894.05,10756.05,10851.85,554100,138,18008.32,18362.01,17905.19,18202.03,5.85e+11,456.82
2020-07-14,697400.46,700465.84,692001.8,697060.12,1.36e+12,8464.03999999992,10607.35,10755.65,10562.9,10750.85,532400,192.75,18123.96,18259.18,17941.72,18106.16,5.55e+11,317.459999999999
2020-07-15,694748.62,700982.67,693168.85,698456.37,1.2e+12,7813.82000000007,10618.2,10827.45,10577.75,10701,715900,249.700000000001,18018.86,18244.01,17918.54,18148.86,4.68e+11,325.469999999998
2020-07-16,686057.69,692224.31,682806.26,690546.62,1.18e+12,9418.05000000005,10739.95,10755.3,10595.2,10706.2,694400,160.099999999999,17552.25,17955.32,17400.52,17913.6,4.38e+11,554.799999999999
2020-07-17,687951.36,690271.34,683276.22,686479.43,1.05e+12,6995.12,10901.7,10933.45,10749.65,10752,676900,183.800000000001,17498.6,17622.04,17448.75,17567.63,4.41e+11,173.290000000001
2020-07-20,686376.2,690123.99,684374.82,688098.03,1.03e+12,5749.17000000004,11022.2,11037.9,10953,10999.45,554300,84.8999999999996,17687.23,17943.61,17589.83,17862.62,4.19e+11,353.779999999999
2020-07-21,703022.81,705450.61,686112.71,687096.95,1.36e+12,19337.9,11162.25,11179.55,11113.25,11126.1,772000,66.2999999999993,18373.8,18461.51,17673.72,17720.32,5.1e+11,787.789999999997
2020-07-22,712211.38,712596.84,696830.45,700974.71,1.24e+12,15766.39,11132.6,11238.1,11056.55,11231.2,765100,181.550000000001,19603.99,19663.39,18130.55,18321.44,5.76e+11,1532.84
2020-07-23,716855.82,719038.68,709518.35,712820.73,1.36e+12,9520.33000000007,11215.45,11239.8,11103.15,11135,621600,136.65,20552.24,20768.79,19531.54,19631.92,7.69e+11,1237.25
2020-07-24,713429.15,719895.82,709281.95,717066.44,1.24e+12,10613.87,11194.15,11225.4,11090.3,11149.95,678900,135.1,20887.35,21409.31,20141.1,20551.26,7.08e+11,1268.21
2020-07-27,821675.51,844652.84,740418.83,740512.14,2.64e+12,104234.01,11131.8,11225,11087.85,11225,588100,137.15,24036.33,24723.16,23149.97,23149.97,1.17e+12,1573.19
2020-07-28,818461.74,840324.54,797447.39,826309.79,2.16e+12,42877.15,11300.55,11317.75,11151.4,11154.1,683900,166.35,23749.29,24442.95,23079.1,24137.23,9.27e+11,1363.85
2020-07-29,833534.08,848847.16,815187.63,819453.61,1.85e+12,33659.53,11202.85,11341.4,11149.75,11276.9,600700,191.65,23892.95,24357.75,23511.4,23770.14,8.17e+11,846.349999999999
2020-07-30,831465.46,835816.34,815319.97,830613.82,1.71e+12,20496.37,11102.15,11299.95,11084.95,11254.3,677800,215,25037.52,25340.18,23628.03,23807.17,8.85e+11,1712.15
2020-07-31,849146.75,856075.64,823919.13,833154.69,1.74e+12,32156.51,11073.45,11150.4,11026.65,11139.5,642600,123.75,25913.14,26142.37,24697.28,25094.18,9.02e+11,1445.09
2020-08-03,842551.71,858039.5,825025.92,827374.85,1.52e+12,33013.58,10891.6,11058.05,10882.25,11057.55,680900,175.799999999999,28940.38,29705.43,27669.87,27804.53,9.62e+11,2035.56
